,Job Salary,Job Experience Required,Key Skills,Role Category,Functional Area,Industry,Job Title
16656, Not Disclosed by Recruiter ,2 - 5 yrs, Maya| Animation| Archiving| Animator| Debugging| Mentor| Troubleshooting| Supervision| Python,Production/Technical,"TV , Films , Production , Broadcasting","Internet, Ecommerce",Animation/Graphic Artist
16657, Not Disclosed by Recruiter ,1 - 3 yrs, Computer science| Web services| Data management| Process improvement| Issue resolution| MS Office| Analytics| Product support| Six sigma| System administration,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","Pharma, Biotech, Clinical Research",Associate/Senior Associate -(Technical)
16659, Not Disclosed by Recruiter ,2 - 7 yrs, Export import| Clearing Agent| Agrochemicals,Documentation/Shipping,"Export , Import , Merchandising","Recruitment, Staffing",Documentation/Shipping-Executive/Manager
16660, Not Disclosed by Recruiter ,0 - 0 yrs, C#| Dotnet| Mvc,Other,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Trainee
16661, Not Disclosed by Recruiter ,8 - 13 yrs, CSS| Front End| Web Technologies| Wordpress| Javascript| PHP| HTML| JQuery| Web Development| Ajax,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Product Manager
16662, Not Disclosed by Recruiter,3 - 6 Years,hr transformation|stakeholder management|performance management|talent management|talent acquisition|rewards|service delivery|change management|hr processes|strategy,Corporate Planning/Consulting/Strategy,"Strategy , Management Consulting , Corporate Planning",IT-Software / Software Services,Corporate Planning/Strategy Manager
16663, Not Disclosed by Recruiter ,0 - 4 yrs, Audit| Tally| Finance| Tax| Financial Accountant| Accounts| Risk Management,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Recruitment, Staffing",Accounts Executive/Accountant
16664, Not Disclosed by Recruiter ,4 - 8 yrs,WCF| ASP.Net MVC| C#| Winforms| WPF| LINQ| MVVM| JQuery| Javascript| .Net| OOPS| SQL| Multi Threading| Asp.net| MVC| HTML5| CSS3| Bootstrap| JavaScript,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
16665, Not Disclosed by Recruiter ,6 - 9 yrs, Training Need Analysis| Training Needs| Behavioural Training| Soft Skills Training| Human Capital Management| Employee Induction| Learning| Project Management| OD| Personal Skills| Training Management| Talent Development| Business,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Training Manager
16666, Not Disclosed by Recruiter ,4 - 9 yrs, Agency Sales| Team Management| Sales| Agency Channel| Insurance| Direct Sales| Insurance Sales| Business Development,Life Insurance/Financial Services,"Financial Services , Banking , Investments , Insurance",Insurance,Branch Manager
16667,"3,50,000 - 5,00,000 PA.",3 - 8 yrs, marketing management| btl| market research| Marketing Executive| marketing officer| Marketing Manager| Btl Activation,Marketing,"Marketing , Advertising , MR , PR , Media Planning","Real Estate, Property",Marketing Manager
16669,"10,00,000 - 18,00,000 PA.",4 - 8 yrs, Java| Angularjs,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
16670,"2,00,000 - 6,00,000 PA.",0 - 5 yrs, bpo| voice| customer service associate| customer service executive| process| international bpo| back office| call center| csa| technical support| fresher| cse| chat| international call center| technical support associate| airlines| non voice| undergraduate,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
16671, Not Disclosed by Recruiter ,0 - 2 yrs, Data Processor,Other,"IT Software - Application Programming , Maintenance","BPO, Call Centre, ITeS",Fresher
16672, Not Disclosed by Recruiter ,2 - 6 yrs, Telephone| Telecom| Customer experience| Saving| Utilization| Outsourcing| Scalability| Bpos| Cost| SEC,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","Banking, Financial Services, Broking",Telecalling/Telemarketing Executive
16673, Not Disclosed by Recruiter ,3 - 6 yrs,Javascript| HTML| jQuery| Photoshop| Web development| Coding| Consulting| Illustrator| CSS3| Front end,Programming & Design,"IT Software - eCommerce , Internet Technologies","Recruitment, Staffing",Graphic/Web Designer
16674,"1,75,000 - 2,25,000 PA.",0 - 5 yrs, hr| talent acquisition| ta| sourcing| human resources| recruitment| hiring| staffing| resourcing| resource planning| manpower| contractual| Cv,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Education, Teaching, Training",HR Executive
16675, Not Disclosed by Recruiter ,2 - 5 yrs, SASPrivate equity| Vice President| Business Executive,Life Insurance/Financial Services,"Financial Services , Banking , Investments , Insurance","Recruitment, Staffing",Insurance Analyst
16676, Not Disclosed by Recruiter ,1 - 6 yrs, Front Desk| Client Handling,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Administration Services/Medical Facilities
16677, Not Disclosed by Recruiter ,3 - 8 yrs, Writing Test Cases| System Integration Testing| Software Quality Assurance| User Experience| Test Case Execution| Android| Product Development| Project Management| Quality| Mobile Testing| Quality Assurance Engineering| Testing| UI Testing,QA/Testing/Documentation,IT Software - QA & Testing,"IT-Software, Software Services",Quality Assurance/Quality Control Executive
16678, Not Disclosed by Recruiter ,1 - 3 yrs, Outbound| Service| Technical support| process| Target| Technical| Inbound calls| Bonus| Business Executive| Comp,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical)
16679,"1,50,000 - 3,50,000 PA.",0 - 4 yrs,international sales| domestic marketing| b2c marketing| business development| business development manager| b2c sales| inside sales| b2b sales| b2b marketing| international marketing| software sales| it sales| communication skills,Channel Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Key Account Manager
16680, Not Disclosed by Recruiter ,6 - 9 yrs, Team Management| interior designing| Site Management| customer relationship| Project Management| project execution| Vendor Management| Operations| project planning,Interior Design,"Architecture , Interior Design","Retail, Wholesale",Interior Designer
16681, Not Disclosed by Recruiter ,3 - 8 yrs, Sales| BFSI Sales| Commercial Banking| Banking| CRM| Relationship management,Channel Sales,"Sales , Retail , Business Development","Real Estate, Property",Client Relationship Manager
16682, Not Disclosed by Recruiter ,20 - 22 yrs, Business Development Management| Gas| New Client Acquisition| New Business| Bidding| Strategy| Profitability| Pressure Handling| Time Management| Cash Flow| Business Development Manager,Retail Sales,"Sales , Retail , Business Development","Oil and Gas, Energy, Power, Infrastructure",Sales/Business Development Manager
16683, Not Disclosed by Recruiter ,2 - 7 yrs, SAN| Backend| French| Email| Front end| MySQL| Snacks| PHP| Salesforce| Ideas,Retail Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Regional Manager
16684, Not Disclosed by Recruiter ,8 - 10 yrs, MS Excel| MSOffice| MS Project,Project Management,"IT Software - Application Programming , Maintenance",Other,Project Manager-IT/Software
16685,"2,00,000 - 3,00,000 PA.",0 - 3 yrs, Communication Skills| Sales Engineering| Sales Achievement| Negotiation Skills| Technical Sales,Retail Sales,"Sales , Retail , Business Development","Industrial Products, Heavy Machinery",Sales Executive/Officer
16686, Not Disclosed by Recruiter ,0 - 3 yrs,process| Outbound process| US shift| Group| Bonus| Time| Open| B2B| Customer Care Executive,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
16687, Not Disclosed by Recruiter ,2 - 4 yrs, Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Recruitment, Staffing",Quality Assurance/Quality Control Manager
16688,"5,00,000 - 10,00,000 PA.",3 - 8 yrs, Team management| Project management| Analytical| Project planning| Scrum| Resource management| Continuous improvement| Risk management| Recruitment,Senior Management,"IT Software - Application Programming , Maintenance","KPO, Research, Analytics",Program Manager
16689, Not Disclosed by Recruiter ,6 - 9 yrs,Java| Maven| Hibernate| GIT| DI| MySQL| J2Ee| MongoDB| IOC| Spring,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
16690, Not Disclosed by Recruiter ,5 - 8 yrs, Leadership development| Analytical| Analytics| Translation| Organizational development| Focus| content designing| Business HR| Content development,Architectural Services,"Architecture , Interior Design","Industrial Products, Heavy Machinery",Architect
16691, Not Disclosed by Recruiter ,4 - 8 yrs, C++| Shell scripting| Perl| Graphics| VHDL| Debugging| System verilog| Silicon| Ruby| Gaming,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","Semiconductors, Electronics",Software Developer
16692,"8,00,000 - 9,00,000 PA.",10 - 15 yrs, administration| hr,Senior Management,"HR , Recruitment , Administration , IR","Education, Teaching, Training",Head/VP/GM-HR
16694, Not Disclosed by Recruiter ,2 - 5 yrs, Retail Sales| Direct Sales| Business Development,Channel Sales,"Sales , Retail , Business Development","Construction, Engineering, Cement, Metals",Sales Executive / Officer
16695, Not Disclosed by Recruiter ,2 - 7 yrs, Market analysis| CRE| Market research| Payment collection| Sales| Collection management| Commerce| New product development| Customer complaints,Retail Sales,"Sales , Retail , Business Development",Other,Sales Executive/Officer
16696, Not Disclosed by Recruiter ,8 - 13 yrs, Hibernate| Payroll| XML| Web development| Javascript| Healthcare| Application development| Scrum| MVC| SQL,Programming & Design,"IT Software - Application Programming , Maintenance","Strategy, Management Consulting Firms",Software Developer
16697,"5,00,000 - 7,00,000 PA.",5 - 6 yrs, Accounting| Gst| WCT| Auditing| Finance| Indirect Taxation| Excise Duty| TDS| VAT Audit| Tax Audit| Ca| chartered accountant,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Real Estate, Property",Accounts Manager
16698,"1,00,000 - 2,00,000 PA.",0 - 4 yrs, field sales,Retail Sales,"Sales , Retail , Business Development","Internet, Ecommerce",Sales Executive/Officer
16699,"7,00,000 - 8,00,000 PA.",4 - 9 yrs, FMCG Sales| fmcg sales executive,Institutional Sales,"Sales , Retail , Business Development","FMCG, Foods, Beverage",Sales Executive/Officer
16700, Not Disclosed by Recruiter ,0 - 0 yrs, Software Testing| Manual Testing| Automation Testing| QA,Other,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Trainee
16701,"6,00,000 - 11,00,000 PA.",4 - 9 yrs, back end| java| Front End,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
16702,"1,75,000 - 3,25,000 PA.",0 - 1 yrs, customer care executive| international call center| call center executive| bpo executive,Other,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher
16703, Not Disclosed by Recruiter ,2 - 5 yrs, IT project management| Web services| Management services| Data modeling| Cloud| Tools| Salesforce.com| Service| CTI| Salesforce,Programming & Design,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer
16705, Not Disclosed by Recruiter ,3 - 6 yrs, Azure,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
16706, Not Disclosed by Recruiter ,15 - 19 yrs, SOA| UML| Automation| microsoft| Application development| Data modeling| Coding| Analytics| Functional testing| Healthcare,Programming & Design,IT Software - System Programming,"IT-Software, Software Services",Software Developer
16707, Not Disclosed by Recruiter ,1 - 3 yrs, Networking,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Product Manager
16709,"8,50,000 - 14,00,000 PA.",10 - 14 yrs, Finance| Auditing| Taxation| Tax Audit| Financial Reporting| Cfo| Chief Financial Officer,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Retail, Wholesale",Chartered Accountant
16711, Not Disclosed by Recruiter ,0 - 4 yrs,HTML| jQuery| Javascript| Multimedia| Object oriented design| software| Content development| CSS3| Graphics| Computer science| User interface designing| web| design| developer| programming,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
16712,Not Disclosed by Recruiter,7 - 8 Years,Oracle|Unix|Linux|MySQL|Perl|Networking|Windows|Project management|microsoft|VMware,Programming & Design,"IT Software - Application Programming , Maintenance",Telecom / ISP,Software Developer
16713, Not Disclosed by Recruiter ,2 - 5 yrs, Teaching| HR| MIN| PDF,Teachers,"Teaching , Education , Training , Counselling","Recruitment, Staffing",Teacher/ Private Tutor
